date,collected_at,cash,positions_value,total_equity,realized_pnl,unrealized_pnl,return_pct,missing_quotes
2026-06-19,2026-06-19T01:49:19.040348+00:00,100000.00,0.00,100000.00,0.00,0.00,0.0000,
